type,CityMPG+,HighwayMPG+,Weight-,Class-,Avg evals,budget,run
all,21.0,28.0,3040.0,17.7,0.0,8,1
sway1,25.0,33.0,2545.0,10.0,0.2,8,1
xpln1,29.0,33.0,2345.0,10.0,0.2,8,1
sway2,29.0,33.0,2295.0,10.3,0.0,8,1
xpln2,29.0,33.0,2345.0,10.0,0.0,8,1
top,32.0,37.0,2045.0,8.4,4.65,8,1
all,21.0,28.0,3040.0,17.7,0.0,8,2
sway1,25.5,33.0,2407.5,9.6,0.4,8,2
xpln1,29.0,33.0,2195.0,9.2,0.4,8,2
sway2,29.0,33.0,2267.5,9.350000000000001,0.0,8,2
xpln2,29.0,33.0,2345.0,10.0,0.0,8,2
top,32.0,37.0,2045.0,8.4,9.3,8,2
all,21.0,28.0,3040.0,17.7,0.0,8,3
sway1,26.666666666666668,33.0,2386.6666666666665,9.733333333333333,0.6,8,3
xpln1,29.0,33.0,2238.3333333333335,9.4,0.6,8,3
sway2,28.666666666666668,34.0,2295.0,10.100000000000001,0.0,8,3
xpln2,29.0,33.0,2338.3333333333335,9.933333333333334,0.0,8,3
top,32.0,37.0,2045.0,8.4,13.95,8,3
all,21.0,28.0,3040.0,17.7,0.0,8,4
sway1,27.25,33.75,2357.5,9.4,0.8,8,4
xpln1,29.0,33.0,2265.0,9.55,0.8,8,4
sway2,28.5,34.5,2307.5,9.725000000000001,0.0,8,4
xpln2,29.0,33.0,2340.0,9.95,0.0,8,4
top,32.0,37.0,2045.0,8.4,18.6,8,4
all,21.0,28.0,3040.0,17.7,0.0,8,5
sway1,27.6,33.6,2297.0,9.36,1.0,8,5
xpln1,29.0,33.0,2281.0,9.64,1.0,8,5
sway2,28.6,34.4,2303.0,9.780000000000001,0.0,8,5
xpln2,29.0,33.0,2337.0,9.919999999999998,0.0,8,5
top,32.0,37.0,2045.0,8.4,23.25,8,5
all,21.0,28.0,3040.0,17.7,0.0,8,6
sway1,27.833333333333332,33.5,2256.6666666666665,9.316666666666666,1.2,8,6
xpln1,29.0,33.0,2288.3333333333335,9.666666666666666,1.2,8,6
sway2,28.666666666666668,34.333333333333336,2300.0,9.583333333333334,0.0,8,6
xpln2,29.0,33.0,2335.0,9.933333333333332,0.0,8,6
top,32.0,37.0,2045.0,8.4,27.9,8,6
all,21.0,28.0,3040.0,17.7,0.0,8,7
sway1,28.285714285714285,33.42857142857143,2197.8571428571427,9.185714285714285,1.4,8,7
xpln1,29.0,33.0,2296.4285714285716,9.714285714285714,1.4,8,7
sway2,28.571428571428573,34.285714285714285,2303.5714285714284,9.642857142857142,0.0,8,7
xpln2,28.0,32.57142857142857,2422.8571428571427,11.242857142857142,0.0,8,7
top,32.0,37.0,2045.0,8.4,32.55,8,7
all,21.0,28.0,3040.0,17.7,0.0,8,8
sway1,28.375,33.375,2234.375,9.4,1.6,8,8
xpln1,29.5,33.5,2255.0,9.55,1.6,8,8
sway2,28.25,34.125,2302.5,9.725,0.0,8,8
xpln2,28.125,32.625,2410.625,11.062499999999998,0.0,8,8
top,32.0,37.0,2045.0,8.4,37.2,8,8
all,21.0,28.0,3040.0,17.7,0.0,8,9
sway1,28.666666666666668,34.22222222222222,2204.4444444444443,9.28888888888889,1.8,8,9
xpln1,29.444444444444443,33.44444444444444,2265.0,9.600000000000001,1.8,8,9
sway2,28.333333333333332,34.0,2307.777777777778,9.788888888888888,0.0,8,9
xpln2,28.22222222222222,32.666666666666664,2401.1111111111113,10.92222222222222,0.0,8,9
top,32.0,37.0,2045.0,8.4,41.85,8,9
all,21.0,28.0,3040.0,17.699999999999996,0.0,8,10
sway1,28.3,34.1,2213.5,9.27,2.0,8,10
xpln1,29.4,33.4,2273.0,9.64,2.0,8,10
sway2,28.4,33.9,2311.5,9.809999999999999,0.0,8,10
xpln2,28.3,32.7,2395.5,10.829999999999998,0.0,8,10
top,32.0,37.0,2045.0,8.400000000000002,46.5,8,10
all,21.0,28.0,3040.0,17.699999999999996,0.0,8,11
sway1,28.272727272727273,34.0,2220.909090909091,9.336363636363636,2.2,8,11
xpln1,29.363636363636363,33.36363636363637,2279.5454545454545,9.672727272727274,2.2,8,11
sway2,28.454545454545453,34.09090909090909,2315.0,9.97272727272727,0.0,8,11
xpln2,28.363636363636363,32.72727272727273,2389.090909090909,10.736363636363635,0.0,8,11
top,32.0,37.0,2045.0,8.400000000000002,51.15,8,11
all,21.0,28.0,3040.0,17.699999999999996,0.0,8,12
sway1,28.583333333333332,34.25,2199.5833333333335,9.258333333333335,2.4,8,12
xpln1,29.333333333333332,33.333333333333336,2285.0,9.700000000000001,2.4,8,12
sway2,28.5,34.0,2313.3333333333335,9.899999999999999,0.0,8,12
xpln2,28.416666666666668,32.75,2385.4166666666665,10.674999999999997,0.0,8,12
top,32.0,37.0,2045.0,8.400000000000002,55.8,8,12
all,21.0,28.0,3040.0,17.699999999999996,0.0,8,13
sway1,28.076923076923077,33.84615384615385,2231.923076923077,9.315384615384616,2.6,8,13
xpln1,28.46153846153846,32.76923076923077,2379.6153846153848,10.776923076923076,2.6,8,13
sway2,28.23076923076923,33.76923076923077,2336.923076923077,9.907692307692306,0.0,8,13
xpln2,28.46153846153846,32.76923076923077,2382.3076923076924,10.62307692307692,0.0,8,13
top,32.0,37.0,2045.0,8.400000000000002,60.45,8,13
all,21.0,28.0,3040.0,17.699999999999996,0.0,8,14
sway1,27.857142857142858,33.785714285714285,2212.8571428571427,9.264285714285716,2.8,8,14
xpln1,28.785714285714285,33.357142857142854,2350.0,10.607142857142858,2.8,8,14
sway2,28.285714285714285,33.714285714285715,2333.9285714285716,9.935714285714285,0.0,8,14
xpln2,28.142857142857142,32.57142857142857,2418.214285714286,11.114285714285712,0.0,8,14
top,32.0,37.0,2045.0,8.400000000000002,65.1,8,14
all,21.0,28.0,3040.0,17.699999999999996,0.0,8,15
sway1,27.933333333333334,33.733333333333334,2221.6666666666665,9.246666666666668,3.0,8,15
xpln1,28.8,33.333333333333336,2349.6666666666665,10.566666666666666,3.0,8,15
sway2,28.333333333333332,33.666666666666664,2327.6666666666665,9.879999999999999,0.0,8,15
xpln2,28.2,32.6,2393.3333333333335,10.933333333333332,0.0,8,15
top,32.0,37.0,2045.0,8.400000000000002,69.75,8,15
all,21.0,28.0,3040.0,17.699999999999996,0.0,8,16
sway1,28.0,33.9375,2225.625,9.193750000000001,3.2,8,16
xpln1,28.8125,33.3125,2349.375,10.53125,3.2,8,16
sway2,28.3125,33.625,2334.6875,9.90625,0.0,8,16
xpln2,28.25,32.625,2390.3125,10.874999999999998,0.0,8,16
top,32.0,37.0,2045.0,8.400000000000002,74.4,8,16
all,21.0,28.0,3040.0,17.699999999999996,0.0,8,17
sway1,28.058823529411764,33.88235294117647,2229.705882352941,9.188235294117648,3.4,8,17
xpln1,28.823529411764707,33.294117647058826,2349.1176470588234,10.5,3.4,8,17
sway2,28.352941176470587,33.588235294117645,2335.294117647059,9.858823529411765,0.0,8,17
xpln2,28.294117647058822,32.64705882352941,2386.470588235294,10.811764705882352,0.0,8,17
top,32.0,37.0,2045.0,8.400000000000002,79.05,8,17
all,21.0,28.0,3040.0,17.699999999999996,0.0,8,18
sway1,28.333333333333332,34.05555555555556,2219.4444444444443,9.155555555555557,3.6,8,18
xpln1,28.833333333333332,33.27777777777778,2348.8888888888887,10.472222222222221,3.6,8,18
sway2,28.333333333333332,33.55555555555556,2335.8333333333335,9.883333333333333,0.0,8,18
xpln2,28.333333333333332,32.666666666666664,2384.1666666666665,10.766666666666666,0.0,8,18
top,32.0,37.0,2045.0,8.400000000000002,83.7,8,18
all,21.0,28.0,3040.0,17.699999999999996,0.0,8,19
sway1,28.36842105263158,34.0,2226.0526315789475,9.110526315789475,3.8,8,19
xpln1,28.842105263157894,33.26315789473684,2348.684210526316,10.447368421052632,3.8,8,19
sway2,28.31578947368421,33.526315789473685,2336.5789473684213,9.973684210526315,0.0,8,19
xpln2,28.36842105263158,32.68421052631579,2381.0526315789475,10.715789473684211,0.0,8,19
top,32.0,37.0,2045.0,8.400000000000002,88.35,8,19
all,21.0,28.0,3040.0,17.699999999999996,0.0,8,20
sway1,28.4,34.0,2228.25,9.105,4.0,8,20
xpln1,28.85,33.25,2343.25,10.355,4.0,8,20
sway2,28.35,33.5,2337.0,9.93,0.0,8,20
xpln2,28.4,32.7,2378.25,10.67,0.0,8,20
top,32.0,37.0,2045.0,8.400000000000002,93.0,8,20
